date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,0,0,0,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,5,-223000,-100.00,5,-223000,-100.00,5,-223000,-100.00
20251209,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251208,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251205,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251204,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251203,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251202,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251201,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251128,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,0.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251127,223000,223000,223000,223000,0,0,0.00,0,3,010620,8907099,-100.00,0.00,22.51,0.00,0,0,0,3,0,0.00,3,0,0.00,3,0,0.00
20251126,223000,227500,218000,223000,719638,160459,1.59,3500,2,010620,8907099,343.06,64.93,22.47,1.80,107739,-83209,-24586,2,3500,1.59,2,8000,3.64,5,-1500,-0.68
20251125,225000,228500,217500,219500,162424,35881,-0.90,2000,5,010620,8767302,-36.63,61.85,22.21,0.41,-1931,7041,-5472,2,3500,1.58,2,7000,3.16,5,-4000,-1.81
20251124,224500,224500,214000,221500,256321,56260,-0.67,1500,5,010620,8847186,60.62,64.93,22.23,0.64,38899,-16757,-20628,2,1500,0.67,2,1500,0.67,5,-9000,-4.04
20251121,227500,229000,221000,223000,159583,35792,-4.09,9500,5,010620,8907099,-33.09,79.89,22.21,0.40,15050,-911,-11267,5,-5000,-2.15,5,-3500,-1.51,5,-11500,-4.95
20251120,229500,238000,229500,232500,238514,56033,2.42,5500,2,010620,9286550,-29.23,106.89,22.17,0.60,30512,-18964,-14877,2,2500,1.10,2,11000,4.85,2,2500,1.10
20251119,241500,242000,224500,227000,337039,77871,-5.42,13000,5,010620,9066868,-26.59,67.83,22.01,0.84,-4854,78497,-71926,2,1500,0.62,2,2000,0.83,5,-15500,-6.46
20251118,236000,248500,236000,240000,459114,111642,0.21,500,2,010620,9586116,15.15,75.38,22.09,1.15,29706,155255,-181023,5,-3500,-1.46,2,9000,3.76,5,-3500,-1.46
20251117,230500,241500,228000,239500,398721,94568,3.90,9000,2,010620,9566145,-70.23,89.82,21.98,1.00,-60532,101114,-44454,3,0,0.00,2,11000,4.77,5,-2500,-1.08
20251114,218500,235500,217500,230500,1339225,307292,3.36,7500,2,010620,9206665,195.08,123.67,22.03,3.35,199205,-111048,-68093,5,-4500,-2.02,2,12500,5.61,5,-5500,-2.47
20251113,211000,225000,208500,223000,453850,100144,5.44,11500,2,010620,8907099,136.26,165.52,21.55,1.14,6641,83741,-86859,5,-500,-0.24,2,13500,6.38,5,-3000,-1.42
20251112,212500,218500,210500,211500,192098,40861,0.71,1500,2,010620,8447765,-20.65,85.29,21.61,0.48,-24235,38529,-14032,2,2500,1.19,2,8500,4.05,2,500,0.24
20251111,213500,218500,208500,210000,242099,51447,-1.41,3000,5,010620,8387851,-14.31,66.91,21.66,0.61,-21884,35702,-13988,2,500,0.23,2,5500,2.58,5,-4500,-2.11
20251110,207000,215000,204500,213000,282540,59556,3.65,7500,2,010620,8507678,-7.65,70.29,21.67,0.71,-40213,52958,-13739,2,1500,0.73,2,9500,4.62,5,-1000,-0.49
20251107,202500,211500,198300,205500,305931,62338,-1.20,2500,5,010620,8208112,8.41,71.47,21.77,0.77,-53425,27964,23881,5,-5500,-2.64,2,3500,1.68,5,-9700,-4.66
20251106,217500,219500,205500,208000,282198,59609,-1.65,3500,5,010620,8307967,-27.06,53.21,21.97,0.71,7578,298,-8260,2,6000,2.84,2,8000,3.78,5,-6000,-2.84
20251105,223000,224000,208500,211500,386893,82681,-5.37,12000,5,010620,8447765,-51.73,72.56,21.67,0.97,78477,-76132,1591,5,-500,-0.22,2,500,0.22,5,-15000,-6.71
20251104,241500,243000,222500,223500,801437,181107,-6.88,16500,5,010620,8927070,-6.32,50.54,21.44,2.01,33347,-180028,151454,2,1500,0.62,2,3000,1.25,5,-17500,-7.29
20251103,249000,257000,232500,240000,855517,209764,-0.62,1500,5,010620,9586116,190.59,86.39,21.38,2.14,46896,5589,-45958,2,7500,3.11,2,15500,6.42,5,-9000,-3.73
20251031,233000,246000,233000,241500,294404,71457,1.47,3500,2,010620,9646029,-24.39,126.35,21.36,0.74,-25160,30833,-9634,5,-5000,-2.10,2,8000,3.36,5,-5000,-2.10
20251030,247000,248500,235000,238000,389356,93483,0.00,0,3,010620,9506231,-10.54,74.93,21.39,0.97,-26247,-40673,65864,2,9000,3.78,2,10500,4.41,5,-3000,-1.26
20251029,241500,245500,230000,238000,435216,103158,0.85,2000,2,010620,9506231,20.84,104.86,21.50,1.09,-109509,57530,50894,2,5500,2.33,2,9500,4.03,5,-6000,-2.54
20251028,244000,247000,235000,236000,360158,85773,-4.65,11500,5,010620,9426347,7.28,68.63,21.79,0.90,-55266,-8385,65884,5,-3500,-1.41,5,-500,-0.20,5,-12500,-5.05
20251027,247000,253500,243000,247500,335733,83315,5.32,12500,2,010620,9885682,5.71,91.17,21.97,0.84,-2839,4873,-6449,2,12000,5.11,2,18500,7.87,2,8000,3.40
