date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,61400,63500,61300,62500,68192,4275,1.13,700,2,122870,1168191,27.07,146.24,16.78,0.36,0,0,0,5,-400,-0.65,2,1700,2.75,5,-500,-0.81
20251209,61900,62500,61500,61800,53666,3317,0.49,300,2,122870,1155107,-38.71,102.76,16.78,0.29,3059,-1691,-1568,2,400,0.65,2,1000,1.63,3,0,0.00
20251208,61900,61900,61100,61500,87555,5378,-0.97,600,5,122870,1149500,13.56,51.68,16.75,0.47,-1246,-22654,23811,5,-200,-0.32,5,-200,-0.32,5,-1000,-1.61
20251205,61800,62300,61300,62100,77103,4763,0.00,0,3,122870,1160714,-44.84,59.37,16.86,0.41,-16471,1056,15785,5,-300,-0.48,2,200,0.32,5,-800,-1.29
20251204,63000,63200,61400,62100,139779,8653,-1.27,800,5,122870,1160714,67.01,50.23,16.86,0.75,4884,-31021,26271,2,100,0.16,2,300,0.48,5,-1500,-2.38
20251203,63400,63400,62400,62900,83697,5260,0.16,100,2,122870,1175667,-53.98,70.05,16.94,0.45,-16087,-6414,22073,2,600,0.96,2,600,0.96,5,-400,-0.64
20251202,64200,64900,62300,62800,181862,11464,-1.41,900,5,122870,1173798,-0.63,51.07,17.14,0.97,-19845,-51399,70785,2,500,0.78,2,1200,1.88,5,-1400,-2.20
20251201,65500,65800,63200,63700,183024,11752,-1.85,1200,5,122870,1190620,-52.57,92.78,17.26,0.98,-46060,25754,21960,2,600,0.92,2,900,1.39,5,-1700,-2.62
20251128,63400,65600,63300,64900,385892,24926,4.34,2700,2,122870,1213049,59.60,149.15,17.40,2.06,-81077,158156,-75125,2,1200,1.93,2,3400,5.47,2,1100,1.77
20251127,60800,62900,60700,62200,241781,15039,2.30,1400,2,122870,1162583,45.92,129.96,17.67,1.29,-47165,55095,-9403,3,0,0.00,2,2100,3.45,5,-100,-0.16
20251126,59000,60900,58800,60800,165691,9969,3.58,2100,2,122870,1136416,10.89,129.92,17.92,0.89,25358,7127,-30773,2,300,0.51,2,2200,3.75,2,100,0.17
20251125,60600,60900,58400,58700,149413,8823,-2.98,1800,5,122870,1097165,38.81,62.53,17.78,0.80,13182,-19211,6709,2,100,0.17,2,400,0.66,5,-2100,-3.47
