date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,11650,11880,11570,11670,234291,2750,0.26,30,2,006730,763532,-35.75,93.87,16.76,0.36,0,0,0,2,10,0.09,2,240,2.06,5,-70,-0.60
20251209,11650,11870,11490,11640,364658,4254,0.00,0,3,006730,761569,-51.66,100.36,16.76,0.56,-28702,5173,17708,2,10,0.09,2,230,1.98,5,-150,-1.29
20251208,11260,11810,11150,11640,754355,8771,3.37,380,2,006730,761569,30.67,91.51,16.87,1.15,-66002,93414,-39250,3,0,0.00,2,550,4.88,5,-110,-0.98
20251205,11270,11350,11030,11260,577279,6464,0.99,110,2,006730,736707,-43.82,102.88,17.03,0.88,-2791,-32482,38443,2,120,1.08,2,200,1.79,5,-120,-1.08
20251204,11700,11760,11140,11150,1027631,11608,-5.99,710,5,006730,729510,-11.10,90.54,17.03,1.57,-118717,-146039,268144,5,-160,-1.35,5,-100,-0.84,5,-720,-6.07
20251203,11500,12070,11380,11860,1155925,13669,4.40,500,2,006730,775963,22.17,102.29,17.31,1.77,-258196,154587,96907,2,140,1.23,2,710,6.25,2,20,0.18
20251202,11880,12120,11190,11360,946183,10847,-1.47,170,5,006730,743250,-26.86,75.60,17.86,1.45,-242858,44393,209144,2,350,3.04,2,590,5.12,5,-340,-2.95
20251201,11380,11860,11270,11530,1293645,14995,4.44,490,2,006730,754372,57.49,104.40,18.32,1.98,-304559,302571,-19024,2,340,3.08,2,820,7.43,2,230,2.08
20251128,11300,11400,10880,11040,821430,9092,-0.81,90,5,006730,722313,0.98,79.62,18.60,1.26,-135373,86513,67530,2,170,1.53,2,270,2.43,5,-250,-2.25
20251127,11480,11670,10950,11130,813446,9093,-1.77,200,5,006730,728202,-28.64,71.11,18.93,1.24,915,211,7423,2,150,1.32,2,340,3.00,5,-380,-3.35
20251126,11770,11850,11120,11330,1139850,12993,-4.39,520,5,006730,741287,-27.60,76.41,18.83,1.74,221437,-63218,-150275,5,-80,-0.68,3,0,0.00,5,-730,-6.16
20251125,12330,12630,11630,11850,1574348,18880,-5.58,700,5,006730,775309,43.13,124.42,18.47,2.41,388936,-177916,-196780,5,-220,-1.75,2,80,0.64,5,-920,-7.33
20251124,13040,13350,12460,12550,1099944,14033,-0.16,20,5,006730,821108,-37.83,84.28,17.84,1.68,-15215,199222,-160795,2,470,3.74,2,780,6.21,5,-110,-0.88
20251121,12400,12880,12380,12570,1769257,22241,0.72,90,2,006730,822416,-45.78,96.17,17.92,2.70,70421,332875,-369237,5,-80,-0.64,2,400,3.21,5,-100,-0.80
20251120,10890,12670,10810,12480,3263007,39291,11.23,1260,2,006730,816528,52.51,123.43,17.84,4.99,501358,475347,-837262,5,-330,-2.94,2,1450,12.92,5,-410,-3.65
20251119,10800,11300,10680,11220,2139548,23613,3.99,430,2,006730,734090,-34.86,111.62,17.01,3.27,31604,474172,-431972,2,10,0.09,2,510,4.73,5,-110,-1.02
20251118,10220,11140,10190,10790,3284347,35729,4.76,490,2,006730,705956,0.67,127.65,17.16,5.02,407224,557816,-822002,5,-80,-0.78,2,840,8.16,5,-110,-1.07
20251117,9600,10740,9500,10300,3262419,33814,18.25,1590,2,006730,673897,1001.95,125.12,16.19,4.99,714052,250969,-843598,2,890,10.22,2,2030,23.31,2,790,9.07
20251114,8980,9070,8700,8710,296060,2616,-2.68,240,5,006730,569868,-10.64,74.56,14.86,0.45,13279,-26207,10804,2,30,0.34,2,120,1.34,5,-250,-2.79
20251113,9040,9240,8900,8950,331316,2986,-1.32,120,5,006730,585571,112.98,85.71,14.87,0.51,28006,-108520,77793,5,-30,-0.33,2,170,1.87,5,-170,-1.87
20251112,9000,9120,8930,9070,155560,1404,1.57,140,2,006730,593422,-77.12,88.92,14.83,0.24,26985,-22916,-959,2,70,0.78,2,190,2.13,3,0,0.00
20251111,9430,9440,8820,8930,679764,6092,-5.30,500,5,006730,584262,264.32,74.37,14.79,1.04,21918,-285769,283583,3,0,0.00,2,10,0.11,5,-610,-6.47
20251110,9340,9490,9200,9430,186582,1749,2.95,270,2,006730,616976,-48.09,90.94,14.79,0.29,12482,-1026,-12998,2,180,1.97,2,330,3.60,2,40,0.44
20251107,9250,9250,8960,9160,359416,3257,-1.19,110,5,006730,599311,32.94,134.26,14.80,0.55,98889,30889,-134849,5,-20,-0.22,5,-20,-0.22,5,-310,-3.34
20251106,9510,9690,9130,9270,270350,2521,-1.90,180,5,006730,606508,-39.92,109.02,14.67,0.41,-25250,17780,6807,2,60,0.63,2,240,2.54,5,-320,-3.39
20251105,9790,9790,9190,9450,450014,4245,-3.96,390,5,006730,618284,-47.61,116.97,14.69,0.69,-35673,60147,-27052,5,-50,-0.51,5,-50,-0.51,5,-650,-6.61
20251104,9470,10000,9400,9840,858925,8421,2.82,270,2,006730,643801,24.82,177.38,14.74,1.31,47521,108262,-156415,5,-100,-1.04,2,430,4.49,5,-170,-1.78
20251103,9170,9680,9160,9570,688121,6576,4.93,450,2,006730,626136,362.66,80.76,14.65,1.05,-44687,104003,-61043,2,50,0.55,2,560,6.14,2,40,0.44
20251031,9140,9260,9000,9120,148731,1357,-0.22,20,5,006730,596694,-36.92,75.52,14.69,0.23,-20227,23904,-4436,3,0,0.00,2,120,1.31,5,-140,-1.53
20251030,9130,9260,9040,9140,235791,2158,-0.87,80,5,006730,598002,-11.80,99.98,14.71,0.36,61574,-13937,-29559,5,-90,-0.98,2,40,0.43,5,-180,-1.95
20251029,9380,9390,9150,9220,267340,2463,-1.07,100,5,006730,603236,6.70,53.03,14.61,0.41,-21940,17559,2602,2,60,0.64,2,70,0.75,5,-170,-1.82
20251028,9210,9360,9150,9320,250556,2332,0.54,50,2,006730,609779,-5.77,106.61,14.68,0.38,48887,52535,-101439,5,-60,-0.65,2,90,0.97,5,-120,-1.29
20251027,9220,9370,9120,9270,265888,2465,1.09,100,2,006730,606508,-12.23,68.46,14.61,0.41,13484,-18638,4970,2,50,0.55,2,200,2.18,5,-50,-0.55
