date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,48400,49100,48000,48050,364407,17672,-0.62,-300,5,272210,9077577,-45.45,76.23,7.84,0.19,0,0,0,2,50,0.10,2,750,1.55,5,-350,-0.72
20251209,48300,48900,47650,48350,667991,32312,0.00,0,3,272210,9134252,-34.03,91.11,7.84,0.35,-53624,15575,37681,5,-50,-0.10,2,550,1.14,5,-700,-1.45
20251208,47800,48400,47000,48350,1012553,48476,2.44,1150,2,272210,9134252,45.34,118.17,7.84,0.54,-40557,50115,16,2,600,1.27,2,1200,2.54,5,-200,-0.42
20251205,46150,47250,45950,47200,696691,32522,2.28,1050,2,272210,8916995,10.63,123.99,7.87,0.37,52366,75784,-138018,3,0,0.00,2,1100,2.38,5,-200,-0.43
20251204,46900,47200,45700,46150,629736,29074,-1.39,650,5,272210,8718630,-25.72,47.45,7.87,0.33,-117680,-60960,177388,2,100,0.21,2,400,0.85,5,-1100,-2.35
20251203,45950,47200,45950,46800,847787,39535,2.74,1250,2,272210,8841427,24.88,117.84,7.95,0.45,-88712,39204,50266,2,400,0.88,2,1650,3.62,2,400,0.88
20251202,45400,45850,44750,45550,678895,30813,0.44,200,2,272210,8605278,-15.95,85.30,7.99,0.36,86519,11792,-86197,2,50,0.11,2,500,1.10,5,-600,-1.32
20251201,46200,46600,45200,45350,807711,36872,-1.84,850,5,272210,8567494,12.78,71.32,7.95,0.43,140525,-57823,-81658,3,0,0.00,2,400,0.87,5,-1000,-2.16
20251128,46350,47200,46000,46200,716188,33188,-0.32,150,5,272210,8728076,-11.44,73.70,7.99,0.38,-19763,101,19456,3,0,0.00,2,850,1.83,5,-350,-0.76
20251127,47150,47600,46350,46350,808740,37846,-0.64,300,5,272210,8756414,-22.47,81.53,8.03,0.43,-87246,-24716,110547,2,500,1.07,2,950,2.04,5,-300,-0.64
20251126,46250,47300,45550,46650,1043070,48605,0.97,450,2,272210,8813089,-22.12,105.70,8.08,0.55,39500,-30782,-13366,2,50,0.11,2,1100,2.38,5,-650,-1.41
20251125,47500,48300,45850,46200,1339295,62364,-2.53,1200,5,272210,8728076,-38.99,71.84,8.06,0.71,96109,-122335,29624,2,100,0.21,2,900,1.90,5,-1550,-3.27
20251124,48500,49250,45200,47400,2195255,102760,-2.47,1200,5,272210,8954779,172.28,88.23,8.00,1.16,418450,-264719,-156854,5,-100,-0.21,2,650,1.34,5,-3400,-7.00
20251121,49450,49800,48200,48600,806246,39246,-3.76,1900,5,272210,9181482,-8.94,64.30,7.75,0.43,-5544,-6666,11919,5,-1050,-2.08,5,-700,-1.39,5,-2300,-4.55
