date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,42500,43500,42000,42600,137961,5935,1.91,800,2,375500,1648348,-45.72,122.43,30.11,0.36,0,0,0,2,700,1.67,2,1700,4.07,2,200,0.48
20251209,41800,42300,41500,41800,254162,10623,1.83,750,2,375500,1617393,45.37,98.97,30.11,0.66,-57424,19056,37265,2,750,1.83,2,1250,3.05,2,450,1.10
20251208,42450,42450,40650,41050,174835,7187,-0.73,300,5,375500,1588373,-63.86,83.02,30.29,0.45,-37471,18878,18583,2,1100,2.66,2,1100,2.66,5,-700,-1.69
20251205,40000,41900,39850,41350,483769,19898,3.76,1500,2,375500,1599981,107.52,103.11,30.62,1.25,-51836,70583,-23775,2,150,0.38,2,2050,5.14,3,0,0.00
20251204,40300,40550,39850,39850,233123,9337,-1.36,550,5,375500,1541941,-22.77,63.63,30.62,0.60,-48485,-14287,55411,5,-100,-0.25,2,150,0.37,5,-550,-1.36
20251203,39700,40650,39450,40400,301865,12108,2.28,900,2,375500,1563222,42.26,111.93,30.78,0.78,8319,-3522,-10622,2,200,0.51,2,1150,2.91,5,-50,-0.13
20251202,39550,39800,39200,39500,212186,8385,-0.25,100,5,375500,1528398,22.31,79.68,30.84,0.55,-53050,21189,28791,5,-50,-0.13,2,200,0.51,5,-400,-1.01
20251201,40450,40800,39550,39600,173479,6924,-1.61,650,5,375500,1532267,33.18,88.78,31.02,0.45,-36394,10185,20158,2,200,0.50,2,550,1.37,5,-700,-1.74
20251128,39900,40550,39850,40250,130262,5229,0.62,250,2,375500,1557418,39.05,80.16,31.16,0.34,-26896,24929,2292,5,-100,-0.25,2,550,1.38,5,-150,-0.38
20251127,40450,40900,39900,40000,93677,3774,-1.23,500,5,375500,1547745,-49.94,58.76,31.24,0.24,-16378,16687,265,5,-50,-0.12,2,400,0.99,5,-600,-1.48
20251126,39750,40950,39600,40500,187146,7555,3.45,1350,2,375500,1567092,12.80,118.86,31.30,0.48,4711,47514,-52214,2,600,1.53,2,1800,4.60,2,450,1.15
20251125,39200,40350,39050,39150,165910,6557,1.16,450,2,375500,1514855,-26.99,93.33,31.25,0.43,-17008,29987,-12964,2,500,1.29,2,1650,4.26,2,350,0.90
20251124,40050,40300,38700,38700,227244,8908,-1.28,500,5,375500,1497443,112.55,100.67,31.28,0.59,-51845,14310,38160,2,850,2.17,2,1100,2.81,5,-500,-1.28
20251121,39550,39600,38450,39200,106912,4185,-2.12,850,5,375500,1516790,-37.98,99.78,31.38,0.28,-37552,13810,24417,5,-500,-1.25,5,-450,-1.12,5,-1600,-4.00
20251120,39900,40750,39800,40050,172393,6952,1.52,600,2,375500,1549680,7.10,77.41,31.50,0.45,44925,-18108,-26460,2,450,1.14,2,1300,3.30,2,350,0.89
