date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,126500,126500,124300,125000,280595,35129,-0.79,-1000,5,105560,47682763,-72.58,81.63,75.45,0.07,0,0,0,2,500,0.40,2,500,0.40,5,-1700,-1.35
20251209,128300,128300,125100,126000,1023466,129006,-1.49,1900,5,105560,48064225,11.44,79.41,75.45,0.27,-195958,21695,170962,2,400,0.31,2,400,0.31,5,-2800,-2.19
20251208,130500,131400,126600,127900,918395,117414,-2.14,2800,5,105560,48789003,-5.37,84.55,75.51,0.24,-187663,-10163,193571,5,-200,-0.15,2,700,0.54,5,-4100,-3.14
20251205,129800,131000,128100,130700,970532,125932,1.48,1900,2,105560,49857097,9.28,133.30,75.63,0.25,-272522,308564,-35316,2,1000,0.78,2,2200,1.71,5,-700,-0.54
20251204,130600,131200,128200,128800,888091,114743,-2.20,2900,5,105560,49132319,-18.35,88.80,75.63,0.23,-262202,162933,100425,5,-1100,-0.84,5,-500,-0.38,5,-3500,-2.66
20251203,132800,134300,130700,131700,1087707,144455,-0.23,300,5,105560,50238559,-18.60,91.35,75.72,0.29,-34335,142923,-93367,2,800,0.61,2,2300,1.74,5,-1300,-0.98
20251202,128800,133600,127000,132000,1336269,175514,4.51,5700,2,105560,50352998,64.92,162.71,75.73,0.35,35391,203234,-245659,2,2500,1.98,2,7300,5.78,2,700,0.55
20251201,126400,127500,124500,126300,810275,101925,1.20,1500,2,105560,48178664,19.52,132.21,75.71,0.21,-130642,132208,-1634,2,1600,1.28,2,2700,2.16,5,-300,-0.24
20251128,124700,125300,123200,124800,677956,84465,0.89,1100,2,105560,47606470,25.31,75.48,75.76,0.18,-194388,208600,-14145,2,1000,0.81,2,1600,1.29,5,-500,-0.40
20251127,123600,125700,123600,123700,541036,67285,-0.80,1000,5,105560,47186862,-44.98,81.53,75.81,0.14,-104560,103995,2100,5,-1100,-0.88,2,1000,0.80,5,-1100,-0.88
20251126,122800,125500,122100,124700,983365,122177,2.47,3000,2,105560,47568324,15.05,145.04,75.87,0.26,-264294,278546,-14411,2,1100,0.90,2,3800,3.12,2,400,0.33
20251125,122500,124300,120400,121700,854744,104522,1.16,1400,2,105560,46423938,-43.38,87.48,75.94,0.22,13631,77287,-90909,2,2200,1.83,2,4000,3.33,2,100,0.08
20251124,122900,123700,120300,120300,1509735,183227,-0.17,200,5,105560,45889891,111.20,123.37,75.95,0.40,-321070,315102,7624,2,2400,1.99,2,3200,2.66,5,-200,-0.17
20251121,115900,121500,115800,120500,714841,85854,-0.58,700,5,105560,45966183,-19.62,132.60,76.05,0.19,-176230,193583,-17468,5,-5300,-4.37,2,300,0.25,5,-5400,-4.46
20251120,122300,123900,121200,121200,889274,108763,-0.82,1000,5,105560,46233207,-18.21,83.74,76.10,0.23,-304621,165898,140435,2,100,0.08,2,1700,1.39,5,-1000,-0.82
20251119,124500,125000,120800,122200,1087277,133341,-0.24,300,5,105560,46614669,29.64,80.49,76.18,0.29,-383553,233232,145908,2,2000,1.63,2,2500,2.04,5,-1700,-1.39
20251118,125600,126700,122300,122500,838692,103380,-3.39,4300,5,105560,46729108,-32.27,77.47,76.28,0.22,-170298,16435,154693,5,-1200,-0.95,5,-100,-0.08,5,-4500,-3.55
20251117,128000,129300,126500,126800,1238278,157482,-2.08,2700,5,105560,48369395,9.24,104.31,76.33,0.32,-334323,164017,149125,5,-1500,-1.16,5,-200,-0.15,5,-3000,-2.32
20251114,132100,134700,129500,129500,1133586,148563,-3.00,4000,5,105560,49399342,-18.89,98.16,76.42,0.30,-303908,157930,145946,5,-1400,-1.05,2,1200,0.90,5,-4000,-3.00
20251113,137400,140000,132800,133500,1397564,188453,-0.89,1200,5,105560,50925191,24.95,91.83,76.47,0.37,-26097,14981,14274,2,2700,2.00,2,5300,3.93,5,-1900,-1.41
20251112,129300,135700,129100,134700,1118508,149734,3.06,4000,2,105560,51382945,-23.15,154.08,76.47,0.29,-194942,346313,-152863,5,-1400,-1.07,2,5000,3.83,5,-1600,-1.22
20251111,130000,133500,128600,130700,1455375,190721,1.32,1700,2,105560,49857097,-18.02,99.53,76.52,0.38,-78264,163035,-67199,2,1000,0.78,2,4500,3.49,5,-400,-0.31
20251110,129000,132500,126100,129000,1775327,231077,4.28,5300,2,105560,49208611,21.11,157.21,76.54,0.47,-490262,540687,-60146,2,5300,4.28,2,8800,7.11,2,2400,1.94
20251107,128000,128800,122100,123700,1465935,183127,-1.28,1600,5,105560,47186862,-14.53,126.08,76.67,0.38,-462663,302158,151703,2,2700,2.15,2,3500,2.79,5,-3200,-2.55
20251106,124000,128600,123100,125300,1715191,216622,3.04,3700,2,105560,47797202,29.32,134.62,76.80,0.45,-303813,476637,-176162,2,2400,1.97,2,7000,5.76,2,1500,1.23
20251105,124600,124600,119200,121600,1326347,160716,-0.25,300,5,105560,46385792,-2.48,89.20,76.87,0.35,-357932,456357,-89728,2,2700,2.21,2,2700,2.21,5,-2700,-2.21
20251104,118400,124700,117200,121900,1360025,165035,3.31,3900,2,105560,46500230,104.75,121.85,76.98,0.36,59040,192788,-246309,2,400,0.34,2,6700,5.68,5,-800,-0.68
20251103,115700,118300,115600,118000,664243,78024,1.20,1400,2,105560,45012528,-46.29,88.53,76.95,0.17,-43374,118527,-74249,5,-900,-0.77,2,1700,1.46,5,-1000,-0.86
20251031,115300,118100,114800,116600,1236699,144371,0.69,800,2,105560,44478481,32.89,80.71,76.97,0.32,-99346,199687,-99475,5,-500,-0.43,2,2300,1.99,5,-1000,-0.86
20251030,114700,119100,114600,115800,930628,108853,-0.17,200,5,105560,44173312,-8.19,104.13,76.99,0.24,44616,83858,-126718,5,-1300,-1.12,2,3100,2.67,5,-1400,-1.21
20251029,118300,119600,114700,116000,1013640,117164,-0.34,400,5,105560,44249604,-15.78,79.26,76.97,0.27,-352566,207508,145511,2,1900,1.63,2,3200,2.75,5,-1700,-1.46
20251028,116100,117200,115000,116400,1203541,139776,-1.36,1600,5,105560,44402189,16.80,138.77,77.07,0.32,-282022,177422,101155,5,-1900,-1.61,5,-800,-0.68,5,-3000,-2.54
20251027,114800,118600,114000,118000,1030435,121127,3.69,4200,2,105560,45012528,33.19,133.88,77.15,0.27,131518,254604,-379223,2,1000,0.88,2,4800,4.22,2,200,0.18
