date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,24300,25000,24100,24300,57576,1416,0.00,0,3,003090,1412850,-23.07,110.56,5.96,0.10,0,0,0,3,0,0.00,2,700,2.88,5,-200,-0.82
20251209,23950,24700,23850,24300,74838,1816,1.67,400,2,003090,1412850,-0.85,151.04,5.96,0.13,20797,9275,-30131,2,50,0.21,2,800,3.35,5,-50,-0.21
20251208,24350,24600,23850,23900,75482,1820,-1.65,400,5,003090,1389593,-4.33,50.99,5.92,0.13,-10480,-1578,12358,2,50,0.21,2,300,1.23,5,-450,-1.85
20251205,24250,24400,23850,24300,78900,1906,0.00,0,3,003090,1412850,7.68,73.82,5.91,0.14,16199,-9500,-6732,5,-50,-0.21,2,100,0.41,5,-450,-1.85
20251204,24000,24700,23750,24300,73271,1771,0.00,0,3,003090,1412850,-15.16,86.01,5.91,0.13,-6770,8997,-2571,5,-300,-1.23,2,400,1.65,5,-550,-2.26
20251203,23900,24450,23650,24300,86362,2088,1.67,400,2,003090,1412850,-24.02,80.79,5.92,0.15,-10532,21182,-10808,3,0,0.00,2,550,2.30,5,-250,-1.05
20251202,23950,24200,23450,23900,113659,2705,-0.62,150,5,003090,1389593,52.16,83.50,5.94,0.20,20163,-21558,1450,5,-100,-0.42,2,150,0.62,5,-600,-2.49
20251201,24000,24150,23450,24050,74695,1775,0.63,150,2,003090,1398315,-8.74,111.02,5.90,0.13,4480,-1577,-2722,2,100,0.42,2,250,1.05,5,-450,-1.88
20251128,23900,24000,23450,23900,81847,1945,0.84,200,2,003090,1389593,24.33,123.18,5.90,0.14,11046,106,-11154,2,200,0.84,2,300,1.27,5,-250,-1.05
20251127,24050,24200,22900,23700,65832,1559,-0.21,50,5,003090,1377965,-53.62,51.14,5.90,0.11,-4814,-876,5931,2,300,1.26,2,450,1.89,5,-850,-3.58
20251126,22850,24100,22700,23750,141955,3359,5.09,1150,2,003090,1380872,75.72,190.59,5.89,0.24,21479,25555,-47204,2,250,1.11,2,1500,6.64,2,100,0.44
20251125,23300,23500,22450,22600,80786,1841,-1.31,300,5,003090,1314009,-43.52,61.34,5.83,0.14,-9516,-141,9942,2,400,1.75,2,600,2.62,5,-450,-1.97
20251124,23700,24300,22800,22900,143032,3342,-0.43,100,5,003090,1331451,41.92,69.52,5.85,0.25,-36224,5722,30397,2,700,3.04,2,1300,5.65,5,-200,-0.87
20251121,22700,23300,22300,23000,100786,2304,-1.71,400,5,003090,1337266,50.79,93.28,5.94,0.17,4236,5586,-10536,5,-700,-2.99,5,-100,-0.43,5,-1100,-4.70
20251120,23700,23850,23400,23400,66838,1579,-0.43,100,5,003090,1360522,-47.90,73.20,5.89,0.11,-12497,3581,9527,2,200,0.85,2,350,1.49,5,-100,-0.43
20251119,24200,24200,23050,23500,128277,3013,-2.08,500,5,003090,1366337,7.49,114.82,5.92,0.22,9328,277,-7655,2,200,0.83,2,200,0.83,5,-950,-3.96
20251118,24450,24650,23850,24000,119336,2881,-2.64,650,5,003090,1395408,5.97,118.92,5.87,0.21,52920,-3988,-47864,5,-200,-0.81,3,0,0.00,5,-800,-3.25
20251117,25100,25150,24050,24650,112615,2774,-0.60,150,5,003090,1433200,-65.76,61.84,5.75,0.19,-20846,-3261,25697,2,300,1.21,2,350,1.41,5,-750,-3.02
20251114,24600,26150,24550,24800,328908,8346,-1.39,350,5,003090,1441921,61.78,106.65,5.81,0.57,-7994,17800,-9244,5,-550,-2.19,2,1000,3.98,5,-600,-2.39
20251113,25300,25450,24850,25150,203306,5114,-0.20,50,5,003090,1462271,-63.12,106.16,5.81,0.35,7692,24589,-29873,2,100,0.40,2,250,0.99,5,-350,-1.39
20251112,23100,25650,23050,25200,551222,13606,11.50,2600,2,003090,1465178,426.44,184.33,5.79,0.95,51153,185862,-231199,2,500,2.21,2,3050,13.50,2,450,1.99
20251111,23050,23500,22400,22600,104708,2389,-0.66,150,5,003090,1314009,-32.32,56.76,5.65,0.18,-14632,1819,12311,2,300,1.32,2,750,3.30,5,-350,-1.54
20251110,21800,22900,21800,22750,154711,3495,4.60,1000,2,003090,1322730,11.16,197.81,5.68,0.27,27682,27470,-57633,2,50,0.23,2,1150,5.29,2,50,0.23
20251107,22100,22150,21100,21750,139173,3000,-2.90,650,5,003090,1264588,26.82,62.40,5.62,0.24,-64069,22582,40615,5,-300,-1.34,5,-250,-1.12,5,-1300,-5.80
20251106,21900,22550,21600,22400,109737,2434,3.23,700,2,003090,1302380,-16.51,128.60,5.75,0.19,28250,-8849,-19966,2,200,0.92,2,850,3.92,5,-100,-0.46
20251105,22350,22450,21050,21700,131433,2849,-2.03,450,5,003090,1261681,4.49,94.37,5.69,0.23,22961,-10393,-10322,2,200,0.90,2,300,1.35,5,-1100,-4.97
20251104,21700,22300,21550,22150,125791,2775,1.61,350,2,003090,1287845,35.17,133.24,5.65,0.22,25634,-17672,-8328,5,-100,-0.46,2,500,2.29,5,-250,-1.15
20251103,21750,22250,21500,21800,93064,2031,0.69,150,2,003090,1267495,-11.93,72.85,5.61,0.16,14500,-12433,-2077,2,100,0.46,2,600,2.77,5,-150,-0.69
20251031,21500,22100,21500,21650,105668,2298,0.46,100,2,003090,1258774,39.58,109.48,5.60,0.18,22222,-4127,-18432,5,-50,-0.23,2,550,2.55,5,-50,-0.23
20251030,22000,22200,21450,21550,75706,1640,-2.49,550,5,003090,1252960,3.42,31.84,5.54,0.13,-3778,-17963,21391,5,-100,-0.45,2,100,0.45,5,-650,-2.94
