date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,121300,122000,120200,120500,5004,605,0.00,0,3,280360,1121201,-39.68,94.83,13.66,0.05,0,0,0,2,800,0.66,2,1500,1.24,5,-300,-0.25
20251209,121000,121800,119900,120500,8296,1004,-0.41,500,5,280360,1121201,-3.43,87.36,13.66,0.09,-2063,3313,-1224,3,0,0.00,2,800,0.66,5,-1100,-0.91
20251208,121900,122000,119500,121000,8591,1038,-0.58,700,5,280360,1125853,-27.37,52.66,13.68,0.09,-134,1235,-1151,2,200,0.16,2,300,0.25,5,-2200,-1.81
20251205,122000,123000,120600,121700,11828,1438,-0.73,-900,5,280360,1132367,2.21,47.45,13.73,0.13,-4344,2808,1547,5,-600,-0.49,2,400,0.33,5,-2000,-1.63
20251204,123000,123700,120600,122600,11572,1414,0.49,600,2,280360,1140741,-19.81,96.85,13.73,0.12,947,-515,-451,2,1000,0.82,2,1700,1.39,5,-1400,-1.15
20251203,120500,122300,120100,122000,14430,1752,0.83,1000,2,280360,1135158,148.58,99.70,13.73,0.16,2264,948,-2995,5,-500,-0.41,2,1300,1.07,5,-900,-0.74
20251202,120500,121000,119400,121000,5805,699,1.17,1400,2,280360,1125853,-44.89,119.52,13.71,0.06,542,880,-1401,2,900,0.75,2,1400,1.17,5,-200,-0.17
20251201,120300,121700,119200,119600,10533,1267,-1.08,1300,5,280360,1112827,-36.25,70.71,13.70,0.11,1325,-1290,0,5,-600,-0.50,2,800,0.66,5,-1700,-1.41
20251128,122500,122900,120200,120900,16523,2002,-0.41,500,5,280360,1124923,-4.30,62.32,13.69,0.18,244,388,-590,2,1100,0.91,2,1500,1.24,5,-1200,-0.99
20251127,122000,123100,120600,121400,17266,2100,-1.30,1600,5,280360,1129575,46.12,68.91,13.69,0.19,-437,3039,-2571,5,-1000,-0.81,2,100,0.08,5,-2400,-1.95
