date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,15100,15160,14970,15020,170132,2558,-0.40,-60,5,042670,2836546,-76.54,67.90,16.81,0.09,0,0,0,2,20,0.13,2,80,0.53,5,-110,-0.73
20251209,14960,15280,14860,15080,725192,10946,0.80,120,2,042670,2847877,37.77,105.08,16.81,0.38,212788,-65481,-149026,3,0,0.00,2,320,2.14,5,-100,-0.67
20251208,14970,15090,14730,14960,526368,7864,0.27,40,2,042670,2825215,-16.23,82.95,16.65,0.28,66907,-21650,-39575,2,50,0.34,2,170,1.14,5,-190,-1.27
20251205,14760,14950,14650,14920,628343,9307,0.61,90,2,042670,2817660,-13.03,79.27,16.63,0.33,190419,-51099,-137436,5,-70,-0.47,2,120,0.81,5,-180,-1.21
20251204,14610,14830,14480,14830,722467,10575,0.34,50,2,042670,2800664,-0.69,66.29,16.63,0.38,214101,-11843,-195810,5,-170,-1.15,2,50,0.34,5,-300,-2.03
20251203,14890,14900,14550,14780,727522,10738,0.48,70,2,042670,2791221,6.57,62.82,16.52,0.39,114438,-28525,-89137,2,180,1.22,2,190,1.29,5,-160,-1.09
20251202,14480,14820,14330,14710,682701,9975,1.66,240,2,042670,2778002,-25.41,78.15,16.44,0.36,116783,81269,-197804,2,10,0.07,2,350,2.42,5,-140,-0.97
20251201,14740,14790,14310,14470,915229,13312,-0.96,140,5,042670,2732677,22.34,85.67,16.38,0.48,2381,-102112,106501,2,130,0.89,2,180,1.23,5,-300,-2.05
20251128,14720,14760,14380,14610,748092,10904,-0.41,60,5,042670,2759117,-9.58,68.69,16.39,0.40,-145882,157191,-8498,2,50,0.34,2,90,0.61,5,-290,-1.98
20251127,14740,14910,14550,14670,827391,12152,-1.94,290,5,042670,2770448,-45.44,74.87,16.45,0.44,30169,-77527,64338,5,-220,-1.47,5,-50,-0.33,5,-410,-2.74
