date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,20900,21300,20850,21100,34490,727,0.00,0,3,074600,554677,-74.38,106.16,6.11,0.13,0,0,0,5,-200,-0.95,2,200,0.95,5,-250,-1.18
20251209,21300,21350,20950,21100,134626,2838,-0.71,150,5,074600,554677,-33.43,139.85,6.11,0.51,25779,-28726,2824,2,50,0.24,2,100,0.47,5,-300,-1.41
20251208,21550,21550,21050,21250,202222,4282,-1.16,250,5,074600,558620,54.37,43.92,6.03,0.77,41862,-110770,66513,2,50,0.23,2,50,0.23,5,-450,-2.09
20251205,21100,21500,20900,21500,131001,2777,1.90,400,2,074600,565192,-30.15,130.24,5.80,0.50,13514,10007,-26469,3,0,0.00,2,400,1.90,5,-200,-0.95
20251204,21350,21500,20800,21100,187540,3952,-3.21,700,5,074600,554677,24.14,69.96,5.80,0.71,-5852,-4430,10460,5,-450,-2.06,5,-300,-1.38,5,-1000,-4.59
20251203,22100,22100,21600,21800,151076,3299,-0.23,50,5,074600,573078,-53.15,109.70,5.81,0.57,-11676,7814,3108,2,250,1.14,2,250,1.14,5,-250,-1.14
20251202,21350,22150,21150,21850,322478,7048,2.58,550,2,074600,574393,-11.76,169.72,5.76,1.23,-78338,128752,-51225,2,50,0.23,2,850,3.99,5,-150,-0.70
20251201,20850,21700,20500,21300,365464,7741,4.93,1000,2,074600,559934,117.56,135.95,6.09,1.39,22705,17846,-39954,2,550,2.71,2,1400,6.90,2,200,0.99
20251128,19600,20300,19410,20300,167983,3354,4.59,890,2,074600,533646,26.56,99.14,5.88,0.64,-48518,32762,5159,2,190,0.98,2,890,4.59,3,0,0.00
20251127,19630,19760,19270,19410,132728,2582,0.00,0,3,074600,510250,-21.14,82.45,6.08,0.50,31218,-48719,16767,2,220,1.13,2,350,1.80,5,-140,-0.72
20251126,19500,19500,19070,19410,168304,3245,1.20,230,2,074600,510250,-5.64,89.14,5.97,0.64,30871,-40467,9545,2,320,1.67,2,320,1.67,5,-110,-0.57
20251125,19450,19540,18990,19180,178357,3425,1.54,290,2,074600,504204,53.08,114.58,5.84,0.68,7598,-25876,17672,2,560,2.96,2,650,3.44,2,100,0.53
20251124,18890,19160,18630,18890,116510,2202,1.45,270,2,074600,496580,-56.08,108.54,5.84,0.44,10289,8715,-18452,2,270,1.45,2,540,2.90,2,10,0.05
20251121,18880,19410,18550,18620,265266,4984,-6.57,1310,5,074600,489483,-1.45,58.86,5.78,1.01,-13535,-74428,86990,5,-1050,-5.27,5,-520,-2.61,5,-1380,-6.92
