date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,45000,46900,44850,45450,601695,27660,3.77,1650,2,161580,1063655,-33.46,83.65,0.43,2.57,0,0,0,2,1200,2.74,2,3100,7.08,2,1050,2.40
20251209,43550,44600,42500,43800,904304,39384,6.57,2700,2,161580,1025040,415.28,80.02,0.43,3.86,-137456,4923,135562,2,2450,5.96,2,3500,8.52,2,1400,3.41
20251208,41950,41950,40750,41100,175496,7231,-0.48,200,5,161580,961853,11.76,60.38,0.97,0.75,-15052,497,10032,2,650,1.57,2,650,1.57,5,-550,-1.33
20251205,41350,41550,40700,41300,157031,6443,-0.24,-100,5,161580,966533,-6.95,92.92,1.01,0.67,17989,13378,-29255,5,-50,-0.12,2,150,0.36,5,-700,-1.69
20251204,42150,42150,41000,41400,168765,6976,-1.90,800,5,161580,968874,-8.25,50.36,1.01,0.72,5706,20851,-27104,5,-50,-0.12,5,-50,-0.12,5,-1200,-2.84
20251203,42400,42450,41350,42200,183943,7724,0.72,300,2,161580,987596,-9.78,90.88,1.00,0.79,12180,1036,-14963,2,500,1.19,2,550,1.31,5,-550,-1.31
20251202,41950,42400,41250,41900,203878,8499,1.70,700,2,161580,980575,-39.62,83.45,0.89,0.87,7863,17887,-21919,2,750,1.82,2,1200,2.91,2,50,0.12
20251201,43050,43050,41050,41200,337682,14098,-2.72,1150,5,161580,964193,6.85,74.05,0.77,1.44,-82917,-467,86159,2,700,1.65,2,700,1.65,5,-1300,-3.07
20251128,40950,42350,40600,42350,316040,13103,4.44,1800,2,161580,991106,56.56,135.59,1.19,1.35,5853,24482,-31393,2,400,0.99,2,1800,4.44,2,50,0.12
20251127,41200,41400,40150,40550,201867,8215,0.25,100,2,161580,948981,-12.09,58.65,0.93,0.86,-30221,-5164,35223,2,750,1.85,2,950,2.35,5,-300,-0.74
20251126,40750,40750,39350,40450,229619,9194,1.89,750,2,161580,946641,-20.57,89.48,1.11,0.98,-42378,7098,33169,2,1050,2.64,2,1050,2.64,5,-350,-0.88
20251125,39900,40650,39250,39700,289077,11516,4.06,1550,2,161580,929089,48.39,86.46,1.34,1.24,5470,1080,-7982,2,1750,4.59,2,2500,6.55,2,1100,2.88
20251124,38900,39000,38050,38150,194815,7476,-0.26,100,5,161580,892815,-35.69,83.20,1.25,0.83,-31574,-1747,33928,2,650,1.70,2,750,1.96,5,-200,-0.52
20251121,38400,39300,38100,38250,302919,11665,-6.25,2550,5,161580,895155,-8.65,65.82,1.31,1.29,-60234,4790,55323,5,-2400,-5.88,5,-1500,-3.68,5,-2700,-6.62
20251120,41800,41800,40250,40800,331603,13568,3.16,1250,2,161580,954832,-14.59,65.41,1.51,1.42,-114193,-413,115436,2,2250,5.69,2,2250,5.69,2,700,1.77
20251119,40600,40650,38500,39550,388239,15328,-1.86,750,5,161580,925579,-24.98,68.90,2.05,1.66,-20476,8197,13694,2,300,0.74,2,350,0.87,5,-1800,-4.47
20251118,42200,42600,40000,40300,517487,21147,-6.82,2950,5,161580,943131,45.17,69.46,2.10,2.21,61221,-19026,-31091,5,-1050,-2.43,5,-650,-1.50,5,-3250,-7.51
20251117,45000,45450,42350,43250,356464,15411,-0.69,300,5,161580,1012169,-21.91,63.33,1.66,1.52,-15069,-14545,29857,2,1450,3.33,2,1900,4.36,5,-1200,-2.76
20251114,44950,45400,43300,43550,456502,20295,-7.34,3450,5,161580,1019190,-6.26,66.71,1.75,1.95,23127,9115,-32085,5,-2050,-4.36,5,-1600,-3.40,5,-3700,-7.87
20251113,48000,48000,45850,47000,486970,22732,-3.29,1600,5,161580,1099929,19.03,65.20,1.62,2.08,21426,-9772,-9151,5,-600,-1.23,5,-600,-1.23,5,-2750,-5.66
20251112,49150,50300,48050,48600,409106,20007,-1.62,800,5,161580,1137374,-29.06,75.80,1.50,1.75,-10947,-18428,26878,5,-250,-0.51,2,900,1.82,5,-1350,-2.73
20251111,52000,52900,48500,49400,576667,29242,-0.10,50,5,161580,1156096,26.14,61.36,1.56,2.46,-26553,1239,27937,2,2550,5.16,2,3450,6.98,5,-950,-1.92
20251110,50200,50600,48100,49450,457177,22518,1.33,650,2,161580,1157266,-40.34,67.65,1.63,1.95,-73819,-9350,77077,2,1400,2.87,2,1800,3.69,5,-700,-1.43
20251107,48950,51400,47750,48800,766331,37810,-6.33,3300,5,161580,1142054,-54.16,70.51,2.17,3.27,49883,-20657,-30683,5,-3150,-6.05,5,-700,-1.34,5,-4350,-8.35
20251106,55400,57600,50100,52100,1671759,89189,-1.51,800,5,161580,1219283,7.97,69.55,2.05,7.14,-107236,-16836,121871,2,2500,4.73,2,4700,8.88,5,-2800,-5.29
20251105,53700,54300,50000,52900,1548411,81239,-7.68,4400,5,161580,1238005,-50.77,68.00,2.67,6.62,-147645,-7996,157395,5,-3600,-6.28,5,-3000,-5.24,5,-7300,-12.74
20251104,54100,59100,50900,57300,3145318,173495,11.91,6100,2,161580,1340977,-28.61,102.61,3.74,13.44,67436,-27708,-52488,2,2900,5.66,2,7900,15.43,5,-300,-0.59
20251103,44400,52900,43650,51200,4405951,217978,21.33,9000,2,161580,1198221,896.66,119.32,3.62,18.83,493126,55845,-549158,2,2200,5.21,2,10700,25.36,2,1450,3.44
20251031,40700,42200,40400,42200,442071,18246,5.24,2100,2,161580,987596,10.85,153.84,1.10,1.89,45585,12229,-61807,2,600,1.50,2,2100,5.24,2,300,0.75
20251030,40850,41250,39400,40100,398784,16035,-2.91,1200,5,161580,938450,-31.65,67.67,0.85,1.70,17308,-9650,-12631,5,-450,-1.09,5,-50,-0.12,5,-1900,-4.60
20251029,42200,42800,41100,41300,583473,24391,0.49,200,2,161580,966533,-66.88,77.57,0.74,2.49,-13373,-7646,31312,2,1100,2.68,2,1700,4.14,3,0,0.00
20251028,42500,43950,40900,41100,1761544,74417,2.75,1100,2,161580,961853,148.49,78.70,0.85,7.53,-162018,49232,106393,2,2500,6.25,2,3950,9.88,2,900,2.25
20251027,39050,40650,38950,40000,708895,28202,6.24,2350,2,161580,936110,282.17,125.13,1.78,3.03,168229,12204,-189078,2,1400,3.72,2,3000,7.97,2,1300,3.45
