date,open,high,low,close,volume,value,diff,change,sign,shcode,marketcap,diff_vol,chdegree,sojinrate,changerate,fpvolume,covolume,ppvolume,o_sign,o_change,o_diff,h_sign,h_change,h_diff,l_sign,l_change,l_diff
20251210,292000,310000,289500,302000,218979,66089,3.78,11000,2,352820,12853709,50.61,183.29,19.16,0.51,0,0,0,2,1000,0.34,2,19000,6.53,5,-1500,-0.52
20251209,291000,297500,289000,291000,145395,42425,0.69,2000,2,352820,12385527,-11.40,133.58,19.16,0.34,-9021,227,6618,2,2000,0.69,2,8500,2.94,3,0,0.00
20251208,289000,290500,285000,289000,164099,47222,-0.34,1000,5,352820,12300403,11.24,62.82,19.18,0.39,16635,-34928,17890,5,-1000,-0.34,2,500,0.17,5,-5000,-1.72
20251205,291000,294500,289000,290000,147520,42893,-1.86,-5500,5,352820,12342965,44.67,63.02,19.16,0.35,-1950,-25950,27436,5,-4500,-1.52,5,-1000,-0.34,5,-6500,-2.20
20251204,296000,296500,291500,295500,101973,29955,-0.17,500,5,352820,12577056,12.84,80.09,19.16,0.24,-6947,11527,-4211,3,0,0.00,2,500,0.17,5,-4500,-1.52
20251203,299000,300000,295500,296000,90371,26846,-0.67,2000,5,352820,12597794,-40.70,73.41,19.19,0.21,-23536,5398,17150,2,1000,0.34,2,2000,0.67,5,-2500,-0.84
20251202,294000,301000,293500,298000,152391,45448,2.05,6000,2,352820,12682914,7.85,134.94,19.26,0.36,15357,6985,-23904,2,2000,0.68,2,9000,3.08,2,1500,0.51
20251201,300000,301000,289500,292000,141298,41455,-2.50,7500,5,352820,12427553,-27.12,89.93,19.12,0.33,-28831,-6773,35680,2,500,0.17,2,1500,0.50,5,-10000,-3.34
20251128,299000,304500,295000,299500,193873,57872,0.67,2000,2,352820,12746754,-25.68,131.08,19.21,0.46,-36462,23567,14543,2,1500,0.50,2,7000,2.35,5,-2500,-0.84
20251127,286000,299000,284500,297500,260847,76681,4.39,12500,2,352820,12661634,56.30,184.32,19.32,0.61,-9659,39799,-30809,2,1000,0.35,2,14000,4.91,5,-500,-0.18
20251126,282500,289500,280500,285000,166884,47541,1.60,4500,2,352820,12129632,-42.53,112.05,19.34,0.39,5424,3173,-8203,2,2000,0.71,2,9000,3.21,3,0,0.00
20251125,291000,291500,277000,280500,290393,81735,-3.28,9500,5,352820,11938112,60.64,83.29,19.32,0.68,-33139,-21263,64894,2,1000,0.34,2,1500,0.52,5,-13000,-4.48
20251124,296500,296500,288500,290000,180768,52650,-0.68,2000,5,352820,12342433,3.28,76.50,19.42,0.42,-27844,1659,25767,2,4500,1.54,2,4500,1.54,5,-3500,-1.20
20251121,290500,294000,287500,292000,175029,50798,-1.35,4000,5,352820,12427553,-6.24,122.67,19.53,0.41,-3152,11740,-10078,5,-5500,-1.86,5,-2000,-0.68,5,-8500,-2.87
20251120,291000,299500,288000,296000,186671,55241,2.96,8500,2,352820,12597794,-10.63,98.39,19.55,0.44,-22766,163,19728,2,3500,1.22,2,12000,4.17,2,500,0.17
20251119,299000,299000,286000,287500,208879,60531,-2.21,6500,5,352820,12163499,-30.81,85.26,19.59,0.49,-54926,9008,52440,2,5000,1.70,2,5000,1.70,5,-8000,-2.72
20251118,295500,309000,293500,294000,301913,90526,-0.17,500,5,352820,12438500,58.44,134.69,19.78,0.71,-60069,54233,13070,2,1000,0.34,2,14500,4.92,5,-1000,-0.34
20251117,301500,302500,293500,294500,190554,56598,-1.01,3000,5,352820,12459654,-21.58,93.96,19.90,0.45,-56515,18170,43456,2,4000,1.34,2,5000,1.68,5,-4000,-1.34
20251114,298000,311500,295500,297500,243004,72957,-2.14,6500,5,352820,12586577,-62.64,76.99,19.97,0.57,-74774,45852,30174,5,-6000,-1.97,2,7500,2.47,5,-8500,-2.80
20251113,305500,310000,299000,304000,650389,198368,4.47,13000,2,352820,12861578,111.28,105.46,20.04,1.54,-19186,-19535,37189,2,14500,4.98,2,19000,6.53,2,8000,2.75
